,Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects,id
377,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/6f9adafa_10d2_4cc5_87c3_a3b601103056/preview_00023413_001.jpg,pilaster,"No: 1880,0709.84",,,,"Drum pilaster, carved in limestone ('Palnad marble') in high-relief, nearly three-quarter round on a flat panel; crowned with a stupa in front of a dharmacakra, adorned with narrative reliefs in four registers, from the bottom: Prince Siddhartha taking leave of Candaka and his horse, The Bodhisattva seated on a throne in abhayamudra, the Buddha seated under a torana and a stupa with a Buddha in abhaya mudra seated in the gateway. Inscribed.",,,,,,,,3rdC,Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 126.80 centimetres; Thickness: 12 centimetres base ; Width: 18.10 centimetres,Inscription type: inscription Inscription position: on the panel below the image of the seated Buddha Inscription language: Prakrit Inscription script: Brahmi Inscription translation: Unpublished,,"Fergusson 1873 / Tree and Serpent Worship; Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa",Not on display,,,buddha; bodhisattva; great renunciation/great departure; first sermon of the buddha; parinirvana,Representation of: Buddha (Śākyamuni/Shijiamouni/Shaka);  Associated with: Channa/Chandaka;  Associated with: Kanthaka;  Associated with: Buddha,Used in: Amaravati,Associated Event: First Sermon of the Buddha;  Associated Event: Death of Buddha;  Associated Event: Great Departure,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.84",Miscellaneous number: Elliot no 16; Miscellaneous number: IM 1876 no 25,,,,1880070984
378,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/b235c748_62fd_4f40_861a_a3b601102167/preview_00023401_001.jpg,pilaster,"No: 1880,0709.73",,,,"Drum pilaster in limestone ('Palnad marble') carved in four registers with Prince Siddhartha taking leave of his groom Chandaka and his horse Kanthaka, the Temptation or the Assault of the Demon Mara upon the Buddha, the First Sermon and the Death of the Buddha. Inscribed.",,,,,,,,200-240 (circa),Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 127.50 centimetres; Thickness: 6.50 centimetres; Width: 20 centimetres,"Inscription type: inscription Inscription position: below top sculpted panel Inscription language: Prakrit Inscription script: Brahmi Inscription transliteration: Rakhadiya cha Datiya padaka papa patitatha [after Cunningham 1873] Inscription translation: Luders no 1217: Gift of a slab with foot-prints (padukapata) by Rakhadi Chadati (?). Inscription note: The inscription is recorded in Fergusson 1873 (pl. XCIX, 12) but was not read by General Cunningham.","Bibliography:
Alexander Cunningham, 'Appendix E (in James Ferguson's Tree and Serpent Worship - inscriptions taken from the sculpted reliefs at Amaravati)' London 1873, pl. XCIX, XII [12].","Tripe 1859 / Photographs of the Elliot Marbles and other subjects in the Central Museum, Madras; Luders 1912 / A List of Brahmi inscriptions from the earliest times to about 400 AD; Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa",Not on display,,heavily abraded,great renunciation/great departure; temptation by mara; first sermon of the buddha; parinirvana,Associated with: Buddha (Śākyamuni/Shijiamouni/Shaka);  Associated with: Channa/Chandaka;  Associated with: Kanthaka;  Representation of: Mara,Used in: Amaravati,,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.73",Miscellaneous number: Elliott no 10; Miscellaneous number: IM 1876 no 27,,,,1880070973
379,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/fc6f8f24_d4a9_4153_b392_a3b601101ec5/preview_00023399_001.jpg,pilaster,"No: 1880,0709.71",,,,"Drum pilaster in limestone ('Palnad marble') carved with the scene of the First Sermon of the Buddha:  a dharmacakra (wheel of the law) on a high pillar over an empty throne with cushions and Buddhapada below, surrounded by worshippers, ganas or dwarfs and seated deer. Abraded.",,,,,,,,200-240 (circa),Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 131.25 centimetres; Thickness: 9 centimetres; Width: 26.25 centimetres,,,"Fergusson 1873 / Tree and Serpent Worship (part of a general view of the drum reliefs); Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa; Shimada and Willis 2016 / Amaravati: The Art of an Early Buddhist Monument in Context",Not on display,,,buddha; devotee/worshipper,Associated with: Buddha,,Associated Event: First Sermon of the Buddha,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.71",Miscellaneous number: IM 1876 no 30,,,,1880070971
380,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/316ae72a_ec9d_4545_a56e_a3b60110348f/preview_00023415_001.jpg,pilaster,"No: 1880,0709.86",,,,"Drum pilaster in limestone  ('Palnad marble'), carved in high half-round relief and adorned with narrative reliefs (from the bottom):  a standing princely figure, a seated Bodhisattva with worshippers, and a stupa with a Buddha in abhayamudra seated in the gateway.  Inscribed.",,,,,,,,3rdC,Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 137.50 centimetres; Thickness: 10 centimetres; Width: 17.50 centimetres,"Inscription type: inscription Inscription position: on panels between the narrative depictions (see below) Inscription language: Prakrit Inscription script: Brahmi Inscription translation: Unpublished Inscription note: The pilaster is inscribed at several points on the blank areas between the narrative registers. From the bottom these are: immediately above the lowest row of ganas, above the two side panels of the second register and above the top row of ganas. These inscriptions do not seem to have been noticed before and do not figure in any of the earlier literature.",,"Tripe 1859 / Photographs of the Elliot Marbles and other subjects in the Central Museum, Madras; Fergusson 1873 / Tree and Serpent Worship; Barrett 1954 / Sculptures from Amaravati in the British Museum; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa",Not on display,,,buddha; bodhisattva; devotee/worshipper,Associated with: Buddha;  Associated with: Cakravartin,,Associated Event: First Sermon of the Buddha,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.86",Miscellaneous number: Elliot no 15; Miscellaneous number: IM 1876 no 31,,,,1880070986
381,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_6/11897512_ccd3_4c71_a321_a3bb0066a4ed/preview_00308052_001.jpg,pilaster,"No: 1880,0709.82",,,,"Drum pilaster carved in limestone with narrative reliefs depicting The Great Departure, The Temptation of Mara, The First Sermon and a stupa. Inscribed.",,,,,,,,3rdC,Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 137.50 centimetres; Thickness: 9 centimetres base ; Width: 18.75 centimetres,Inscription type: inscription Inscription position: panel below upper narrative register Inscription language: Prakrit Inscription script: Brahmi Inscription translation: Unpublished,,Fergusson 1873 / Tree and Serpent Worship; Barrett 1954 / Sculptures from Amaravati in the British Museum; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa; Shimada and Willis 2016 / Amaravati: The Art of an Early Buddhist Monument in Context,Not on display,,Heavily abraded and broken,first sermon of the buddha; great renunciation/great departure; temptation by mara; parinirvana,Representation of: Buddha (Śākyamuni/Shijiamouni/Shaka),Used in: Amaravati,,,Transferred from: India Museum,,,Previous owner/ex-collection: Col Colin Mackenzie,1880,"From the Mackenzie Collection.  Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.82",,,,,1880070982
382,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/d512eb87_5cdc_4678_a855_a3b601102011/preview_00023400_001.jpg,pilaster,"No: 1880,0709.123",,,,A drum pilaster carved in limestone ('Palnad marble') with the First Sermon (empty throne below a long pillar surmounted by a dharmacakra and flanked by worshippers along its entire length); the throne is flanked by a pair of seated deer and at its base is a fiery pillar surmounted by a triratna.,,,,,,,,3rdC,Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 128.75 centimetres; Thickness: 7.50 centimetres; Width: 13.30 centimetres,,,"Ashton 1950 / The Art of India and Pakistan.  A Commemorative Catalogue of the Exhibition held at the Royal Academy of Arts, London; Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa",Not on display,,,buddha; devotee/worshipper; triratna,Portrait of: Buddha (Śākyamuni/Shijiamouni/Shaka),Used in: Amaravati,Associated Event: First Sermon of the Buddha,,"Donated by: Sir Walter Elliot KCSI, FRS, LL.D (hon.)",,,,1882,Given to the BM in 1882 by Sir Walter Elliot.,,Asia,,"1880,0709.123","Miscellaneous number: 1882,1010.1",,,,18800709123
383,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_16/a975c9ff_d135_4c9b_9acd_a3b6010ee738/preview_00023089_001.jpg,pillar,"No: 1880,0709.45",,,,"A pillar-like object carved in limestone ('Palnad marble') on at least three faces; possibly once a larger block, carved on all four sides and now cut back to a thin slab rather like a drum slab with a stupa as the main motif. The principal surviving images are:
- (a) a stupa on the main face of the pillar, adorned with a bodhi tree and a dharmacakra on a pillar in low relief, each flanking the multi-headed naga (snake) rearing up in the entrance 
- (b) part of a roofed pavilion with long pillars supporting the gabled roof, surrounded by a Buddhist railing. Visible on a narrow side of the slab and clearly much cut down from its original pattern. 
- (c) is too abraded to permit an interpretation.",,,,,,,,2ndC,Made in: Amaravati,Found/Acquired: Amaravati,limestone,,,carved,Height: 143.75 centimetres; Thickness: 10 centimetres; Width: 56 centimetres,,,"Tripe 1859 / Photographs of the Elliot Marbles and other subjects in the Central Museum, Madras; Fergusson 1873 / Tree and Serpent Worship; Stern & Benisti 1952 / Evolution du Stupa Figure dans les Sculptures D'Amaravati; Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa",Not on display,,,stupa; naga/nagini,Associated with: Buddha,Used in: Amaravati,,,Transferred from: India Museum,,,,1880,"Acquired as the result of the abolition in 1879 of the India Museum (Exhibition Road, London) and the partition of its contents between the British Museum and The South Kensington Museum (Victoria and Albert Museum).",,Asia,,"1880,0709.45",Miscellaneous number: Elliot no 95; Miscellaneous number: IM 1876 no 87,,,,1880070945
384,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/6b5892c9_ebc1_4455_bb79_a3b70072617c/preview_00033990_001.jpg,pillar,"No: 1880,0709.109",,,,"The lower section of an octagonal pillar, carved in limestone ('Palnad marble') with reliefs depicting: a pillar topped with a seated lion on a platform above foliage emerging from a purnaghata, a pillar with a vedika railing and a dharmacakra mounted on it above a mass of stylised foliage, a yaksa blowing a trumpet from which emerges a mass of viney foliage below a pipal tree flanked by lotuses and surrounded by a plain vedika,and a stupa with umbrellas above a mass of viney  foliage emerging from a purnaghata. Inscribed.",,,,,,,,1stC BC,,Found/Acquired: Amaravati,limestone,,,carved,Diameter: 38.75 centimetres; Height: 255.50 centimetres,"Inscription type: inscription Inscription position: High up on one of the plain faces of the pillar. Inscription language: Prakrit Inscription script: Brahmi Inscription transliteration: (1) gadhikasa haghasa (2) saputakasa, saduhu- (3)-tukasa chetiya thabho (4) dāna Inscription translation: 1.  Pillar gift to the Chaitya of Hagha of Gadhika, together with his son and his daughter [Cunnningham 1873, 261, v].
2. Gift of a Chaitya pillar (chetiyakhabha) by the perfumer (gadhika) Hamgha (Samgha) together with his sons and daughters [Luders no 1210].","Bibliography:
Alexander Cunningham, 'Appendix E (in James Ferguson's Tree and Serpent Worship - inscriptions taken from the sculpted reliefs at Amaravati)' London 1873, pl. XCIX, v.","Tripe 1859 / Photographs of the Elliot Marbles and other subjects in the Central Museum, Madras; Fergusson 1873 / Tree and Serpent Worship; Stern & Benisti 1952 / Evolution du Stupa Figure dans les Sculptures D'Amaravati; Barrett 1954 / Sculptures from Amaravati in the British Museum; NHK 1991 / Daiei Hakubutsukan 4: Indo, bukkyo bijutsu no kaika; Knox 1992 / Amaravati: Buddhist sculpture from the Great Stupa; Blurton 1992 / Hindu Art; Tsukamoto 1996 / A Comprehensive Study of the Indian Buddhist Inscriptions, 2 vols",Not on display,,,buddha; animal,,Used in: Amaravati,,,Transferred from: India Museum,,,,1880,Acquired as the result of the dissolution in 1879 of the India Museum and the partition of its contents between the British Museum and the South Kensington Museum (Victoria and Albert Museum).,,Asia,,"1880,0709.109",Miscellaneous number: Elliot no 74; Miscellaneous number: IM 1876 no 77,,,,18800709109
385,https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_7/aa0ae4fe_950e_4432_8678_a3b60083a9bd/preview_00179579_001.jpg,plaque,"No: 1982,0127.1",,,,Plaque (Buddha). Buddha seated below double trees and meditating; 2 lions in attendance. Earthenware with black patination.,,,,,,,Northern Qi dynasty; Sui dynasty,6thC(late),Made in: China,Found/Acquired: China,mineral,,,,Height: 18 centimetres,,"Zwalf 1985
As with sandalwood objects, few brittle earthenware shrines of the Tang and pre-Tang period survive. It is therefore notable that several are taken either from the same or similar moulds. These depict the Buddha seated below the double trees associated with his death. In China the ‘Mahāpari-nirvāṇasūtra’ was regarded by Zhiyi (AD 531-97), founder of the Tiantai sect, as belonging to the last, supreme stage of the Buddha's teaching, and as Tiantai gained in popularity during the 6th century so did scenes and motifs related to the ‘sūtra’. In this case Sakyamuni is shown meditating below the trees, not lying.",Zwalf 1985 / Buddhism: Art and Faith,On display (G33/dc10a/s1),,,buddha,Representation of: Buddha (Śākyamuni/Shijiamouni/Shaka),,Associated Event: Death of Buddha,,,,,,1982,,,Asia,,"1982,0127.1",,,,,198201271
386,https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_8/3bcdce15_a562_44f3_90db_a3da008fe825/preview_01132746_001.jpg,plaque,"No: 1925,0619.18",,,,"Fragmentary relief plaque showing the Buddha. He is shown seated against a vesica bordered by  lotus petals. His legs are crossed, the eyes closed and the hands ,which are covered by the folds of his garment, are held in meditation position (dhyāna mudrā). The fragmentary head is surrounded by a halo and has strongly elongated earlobes. The figure was made of yellowish clay using a mould and was covered with a white slip before being fired.",,,,,,,,3rdC-8thC (circa),,Found/Acquired: Khotan (town),fired clay,,,mould-made; slipped,Length: 6.86 centimetres,,,,Not on display,,,buddha,Representation of: Buddha,,,,,,,,1925,,,Asia,,"1925,0619.18",,,,,1925061918
387,https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_12/a0b70c77_8b07_4a49_999b_a3d900c840a7/preview_01153236_001.jpg,plaque,"No: 1902,1220.1",,,,Bronze relief plaque. The roughly horseshoe-shaped plaque shows in relief a seated Buddha. He has a round head nimbus and is seated on a lotus throne and against a vesica. His legs are crossed and the hands held in the meditation position (dhyāna mudrā). The plaque is very corroded and details are hard to discern.,,,,,,,,5thC,,Found/Acquired: Taklamakan,bronze,,,cast,Height: 7.11 centimetres; Width: 5.84 centimetres,,,Hoernle 1899 / A Collection of Antiquities from Central Asia. Part 1; Sims-Williams 2012 / Rudolf Hoernle and Aurel Stein,Not on display,,,buddha,Representation of: Buddha,,,,Donated by: British Collection of Central Asian Antiquities,,,,1902,,,Asia,,"1902,1220.1",Miscellaneous number: G7,,,,190212201
388,https://media.britishmuseum.org/media/Repository/Documents/2014_11/4_13/928f07e2_c3df_4951_bc2e_a3d900e27813/preview_01159024_001.jpg,plaque,"No: 1930,1021.7",,,,"Fragmentary stucco figure of the standing Budhha, head and lower legs missing. He is standing upright, the right hand raised  to the shoulder, the left hand pointing towards the ground with outstretched  fingers. This is the  Abhaya mudrā, the ""mudrā of no-fear""). The figure was once surrounded by a vesica, the remains of which can still be seen.",,,,,,,,7thC,,Found/Acquired: Khadalik (?);  Found/Acquired: Khotan (town) (?),stucco,,,mould-made,Height: 7.50 centimetres; Width: 4.50 centimetres; Depth: 1.20 centimetres,,,,Not on display,,,buddha,Representation of: Buddha,,,,Donated by: A D Passmore,,,,1930,,,Asia,,"1930,1021.7",,,,,193010217
389,https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_10/410430a0_6f03_438d_bbf4_a3da00b0d90a/preview_01141951_001.jpg,plaque; 飾板,"No: 1907,1111.186",,,,"Fragment of relief plaque made of brown unfired clay. Shown is a Buddha seated cross-legged, with his hands held in what is probably the vajra mudrā (literally ""thunder mudrā""). This gesture, made by extending the index finger of one hand upward and the other hand making a fist and enclosing it, is the gesture of knowledge. The Buddha wears a robe with prominent folds and is seated in front of a mandorla, his head surrounded by a nimbus. The whole figure is surrounded by a circle of lotus leaves.",,,,,,,,4thC-7thC,,Excavated/Findspot: Rawak;  Excavated/Findspot: 熱瓦克 (Chinese),clay; 粘土,,,mould-made; painted; 烘乾的 (Chinese); 模製 (Chinese),Height: 8.70 centimetres; Width: 6.20 centimetres,,,Stein 1907 / Ancient Khotan: detailed report of archaeological explorations in Chinese Turkestan,Not on display,,,buddha; 佛 (Chinese),Representation of: Buddha;  Representation of: 佛陀,,,,,,,,1907,"The 1907-11-11 group refers to objects from Stein's First Central Asian  Expedition, 1900-01. According to Stein's Introduction to 'Ancient Khotan'  (1907), the expedition was funded by the Governments of India, the Panjab  (Punjab) and from provincial funds of Bengal. All the finds were shipped to  London for sorting, research and publication. The Government of India then  recommended that Dr Rudolf Hoernle, together with the British Museum,  should determine the distribution of the finds (BM Archives, Stein Papers,  CE32/23/5).",,Asia,,"1907,1111.186",Miscellaneous number: R.lxxxiv.2.b (Stein no.),,,,19071111186
390,https://media.britishmuseum.org/media/Repository/Documents/2017_5/23_12/12e3c5e8_bbdb_4186_b16a_a77c00cbcc00/preview_DSC_0298.jpg,plaque,No: 1880.772,,,,"Fragment (upper part) of a buff clay votive plaque. The seated figure of the Buddha is depicted with the right hand in bhumisparsa mudra, the left appears raised in abhaya mudra (the gesture of reassurance). He is flanked by two further figures. Impressed clay.",,,,,,,,6thC-9thC,Made in: Burma (southern),,clay,,,impressed,Height: 3.50 centimetres; Width: 5.40 centimetres max ; Depth: 1 centimetres,,,,Not on display,,"small fragment, very worn",,Representation of: Buddha,,,,,,,,,"Probably connected to 1864,1201.7",,Asia,,1880.772,,,,,1880772
391,https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_10/10785a25_4785_4c1e_a33d_a3da00b1083a/preview_01141921_001.jpg,plaque,"No: 1907,1111.183",,,,"Fragment of a clay relief plaque showing a seated Buddha. He has a head  nimbus enclosed by a plain band and is shown seated against a vesica which is bordered by lotus petals. His legs are crossed, the hands held in the meditation position (dhyāna mudrā).  The plaque was made using a mould, covered with a slip and then fired. It is very worn so that for instance the facial features are no longer discernible.",,,,,,,,3rdC-7thC (circa),,Excavated/Findspot: Rawak,fired clay,,,mould-made; slipped,Height: 7.50 centimetres; Width: 6.60 centimetres,,,Stein 1907 / Ancient Khotan: detailed report of archaeological explorations in Chinese Turkestan,Not on display,,,buddha,Representation of: Buddha,,,,,,,,1907,"The 1907-11-11 group refers to objects from Stein's First Central Asian  Expedition, 1900-01. According to Stein's Introduction to 'Ancient Khotan'  (1907), the expedition was funded by the Governments of India, the Panjab  (Punjab) and from provincial funds of Bengal. All the finds were shipped to  London for sorting, research and publication. The Government of India then  recommended that Dr Rudolf Hoernle, together with the British Museum,  should determine the distribution of the finds (BM Archives, Stein Papers,  CE32/23/5).",,Asia,,"1907,1111.183",Miscellaneous number: R.lxxix.1.c (Stein no.),,,,19071111183
392,https://media.britishmuseum.org/media/Repository/Documents/2014_11/3_14/0156ee61_69db_4479_91fd_a3d800eae805/preview_01144058_001.jpg,plaque; 飾板,No: MAS.330,,,,"Fragment of clay relief plaque showing a seated Buddha. He has a head nimbus enclosed by a plain band and is shown seated against a  vesica bordered by lotus petals. His legs are crossed, the eyes closed, the hands held in the meditation position (dhyāna mudrā). The plaque was made using a mould and fired. Traces of paint are still visible.",,,,,,,,5thC-6thC,Made in: Asia,Excavated/Findspot: Siyelik;  Excavated/Findspot: 斯耶里克 (Chinese),fired clay; 粘土,,,mould-made; painted; 模製 (Chinese); 烘乾的 (Chinese),Height: 9.50 centimetres; Width: 7.50 centimetres,,"Zwalf 1985
Miniature Buddha images were affixed to the haloes surrounding larger figures, while their small size also made them ideal for the devotions of individual worshippers. They were made of clay in one-piece moulds (see no. 278). The lotus petals form a surround to the Buddha, seated with legs crossed at the ankles, and hands laid in the lap. In the earliest Chinese images from the cave temples at Dunhuang larger figures with crossed ankles represent Maitreya, the Buddha of the Future.","Stein 1921a / Serindia: detailed report of archaeological explorations in Central Asia and Westernmost China; Whitfield 1985 / Textiles, Sculpture and Other Arts (left); Zwalf 1985 / Buddhism: Art and Faith",Not on display,,,buddha; 佛 (Chinese),Representation of: Buddha;  Representation of: 佛陀,,,,,,,,1917,"The 1917-11-28 group (with MAS numbering) refers to objects from Stein's  Second Central Asian Expedition, 1906-08. As the expedition was financed 3/ 5 by the Government of India and 2/5 by the British Museum, it was agreed  that the finds from the expedition should be allocated in these proportions. All  the finds were shipped to London for sorting, research and publication, and  subsequent distribution. The distribution of the finds between London and  India was determined by specialists, appointed by the Government of India  (through the India Office, London) and the British Museum, who drew up  lists of the objects for approval by both sides. The specialists included:  Raphael Petrucci, under supervision of Dr E Denison Ross (nominated by  India Office) and Laurence Binyon (British Museum) on paintings;  Dr F W  Thomas, Dr E Denison Ross (both nominated by India Office) and Dr L D  Barnett (British Museum) on manuscripts and written documents; Dr E  Denison Ross (nominated by India Office) and Laurence Binyon (British  Museum) on archaeological/other finds. Although the lists were drawn up and  approved in 1915, the Government of India asked the British Museum to look  after the entire collection during the First World War, and those allocated to  India were eventually shipped in 1919.",,Asia,,MAS.330,Miscellaneous number: Si.ii.001 (Stein no.),,,,MAS330
393,https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_3/bd0b98ba_2625_4fab_ba73_a3d60034b35f/preview_01049154_001.jpg,plaque; 飾板,No: MAS.248,,,,Fragment of relief plaque moulded of yellowish brown fired clay. Shown is the Buddha seated against a vesica bordered by lotus petals. He has a head nimbus enclosed by a plain band.,,,,,,,,4thC-7thC,,Excavated/Findspot: Ak-terek;  Excavated/Findspot: 阿克鐵列克 (Chinese),fired clay; 粘土,,,mould-made; 模製 (Chinese),Height: 6 centimetres; Width: 6.50 centimetres,,,"Stein 1921a / Serindia: detailed report of archaeological explorations in Central Asia and Westernmost China; Whitfield 1985 / Textiles, Sculpture and Other Arts (right)",Not on display,,,buddha; 佛 (Chinese),Representation of: Buddha;  Representation of: 佛陀,,,,,,,,1917,"The 1917-11-28 group (with MAS numbering) refers to objects from Stein's  Second Central Asian Expedition, 1906-08. As the expedition was financed 3/ 5 by the Government of India and 2/5 by the British Museum, it was agreed  that the finds from the expedition should be allocated in these proportions. All  the finds were shipped to London for sorting, research and publication, and  subsequent distribution. The distribution of the finds between London and  India was determined by specialists, appointed by the Government of India  (through the India Office, London) and the British Museum, who drew up  lists of the objects for approval by both sides. The specialists included:  Raphael Petrucci, under supervision of Dr E Denison Ross (nominated by  India Office) and Laurence Binyon (British Museum) on paintings;  Dr F W  Thomas, Dr E Denison Ross (both nominated by India Office) and Dr L D  Barnett (British Museum) on manuscripts and written documents; Dr E  Denison Ross (nominated by India Office) and Laurence Binyon (British  Museum) on archaeological/other finds. Although the lists were drawn up and  approved in 1915, the Government of India asked the British Museum to look  after the entire collection during the First World War, and those allocated to  India were eventually shipped in 1919.",,Asia,,MAS.248,Miscellaneous number: A.T.0025.a (Stein no.),,,,MAS248
394,https://media.britishmuseum.org/media/Repository/Documents/2014_11/1_3/c0a5ada5_9ae1_4ad3_ae30_a3d60034bb16/preview_01049156_001.jpg,plaque; 飾板,No: MAS.249,,,,"Fragment of relief plaque showing a seated Buddha. He has a head nimbus enclosed by a plain band and is shown seated against a vesica bordered by lotus petals. The legs are crossed, the eyes closed, the hands held in the meditation position (dhyāna mudrā). Made of yellowish clay, moulded and fired.",,,,,,,,4thC-7thC,,Excavated/Findspot: Ak-terek;  Excavated/Findspot: 阿克鐵列克 (Chinese),fired clay; 粘土,,,mould-made; 模製 (Chinese); 烘乾的 (Chinese),Height: 9.20 centimetres; Width: 5.80 centimetres,,,"Stein 1921a / Serindia: detailed report of archaeological explorations in Central Asia and Westernmost China; Whitfield 1985 / Textiles, Sculpture and Other Arts (middle)",Not on display,,,buddha; 佛 (Chinese),Representation of: Buddha;  Representation of: 佛陀,,,,,,,,1917,"The 1917-11-28 group (with MAS numbering) refers to objects from Stein's  Second Central Asian Expedition, 1906-08. As the expedition was financed 3/ 5 by the Government of India and 2/5 by the British Museum, it was agreed  that the finds from the expedition should be allocated in these proportions. All  the finds were shipped to London for sorting, research and publication, and  subsequent distribution. The distribution of the finds between London and  India was determined by specialists, appointed by the Government of India  (through the India Office, London) and the British Museum, who drew up  lists of the objects for approval by both sides. The specialists included:  Raphael Petrucci, under supervision of Dr E Denison Ross (nominated by  India Office) and Laurence Binyon (British Museum) on paintings;  Dr F W  Thomas, Dr E Denison Ross (both nominated by India Office) and Dr L D  Barnett (British Museum) on manuscripts and written documents; Dr E  Denison Ross (nominated by India Office) and Laurence Binyon (British  Museum) on archaeological/other finds. Although the lists were drawn up and  approved in 1915, the Government of India asked the British Museum to look  after the entire collection during the First World War, and those allocated to  India were eventually shipped in 1919.",,Asia,,MAS.249,Miscellaneous number: A.T.0025.b (Stein no.),,,,MAS249
