,Unnamed: 0,Unnamed: 0.1,Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects,id
10,10,10,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/9d9b0579_6d38_4bb3_888f_a3b50116a47f/00146722_001.JPG,figure,"No: 1900,0414.2",The Buddha (Object),,,"Carved base and feet, probably of a standing Buddha image. Broken below the ankles, the feet with long and rather mechanically rounded toes and clearly indicated nails and cuticles are engaged against the usual backplate, which is vertically convex between them. A Bodhisattva in a crested turban is seated on the face in dhyāna. The uttarīya lies in a semi-circle from his lap and the paridhāna falls in curved ends on his left. Beside his head, garlands hang straight down. His ornaments are a collar, an indistinct amulet cord, earrings and bracelets. The rectangular seat is low and plain. On his left two male figures in an uttarīya in the wide mode, with collar and earrings and short hair hanging down in thick strands, turn inwards, joining their hands. Opposite two women with joined hands and similar posture wear what seems a long garment draped from the left shoulder, necklaces, earrings and bracelets; one has a coiled chignon, the other a singular headdress. The corner pilasters have Corinthian capitals, the usual base mouldings and recessed oblong panels on the shafts; these, together with the more prominent but identical mouldings of the plinth, continue onto the sides, which each have a panel bisected into triangles each containing an indented triangle. Above, between fillets, is an ovolo with a cross-hatched leaf pattern.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Takht-i-Bahi,schist,,,carved,Diameter: 15.50 centimetres; Height: 20.40 centimetres; Width: 26.60 centimetres,,,Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, cracked and exfoliated. 
2.Top between feet flat and smooth; rough but fairly even break above feet and along backplate partly covered in thin tinted plaster; bottom flat but very rough. 
3.Back with horizontal chisel grooves.",devotee/worshipper; buddha; bodhisattva,Associated with: Buddha,,,,,,,,1900,,,Asia,,"1900,0414.2",,,,,190004142
11,11,11,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/e9dc630c_1416_4256_bcae_a3b5010fbde7/preview_00144654_001.jpg,figure,No: 1880.186,The Buddha (Object),,,"Seated Buddha in dhyāna. The narrow raised neckline plunges and the backthrow is distinct; the major drapery folds are mainly regular terraces with flatter strips on the surviving knee. The damaged head is oval, the hair undulates densely into the high uṣṇīṣa; the slanting, uneven eyes are long, with sharp edges to the low upper lids, and sharp edges form the eyebrows; the shaped mouth is set above a full, almost pointed chin. The long and concave ears protrude; the head looks down from the large and plain halo and the chest is broad and flat; the tips of the right hand curve upwards and a small garment edge shows under the right forearm.
The damaged seat has a rounded top and the drapery hanging between the legs has a central and vertical undulating motif separating pendent folds.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 7 centimetres; Height: 33.30 centimetres; Width: 15.30 centimetres,,"Zwalf 1996:
The features show something of the softness seen on 34.
Compare the drapery edges with those of 1880-71.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Light grey schist, broken and exfoliated.
2.Halo and one side very damaged. 
3.Bottom thin and rough. Back sliced at a slant, showing vertical layering on one side; where
undamaged with painted '11984' and roughly horizontal chisel grooves.",buddha,Representation of: Buddha,,,,From: India Museum (number 11984),,,,,"For the donor, Mrs Mary Eustace Smith, see the India Museum Slip Book, nos 11751-12000, in the offices of the present Indian and South-east Asian Section of the Victoria and Albert Museum; the old inscribed British Museum stand also mentions the India Museum.",,Asia,,1880.186,Miscellaneous number: 11984 (Indian Museum),,,,1880186
12,12,12,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/dd59a73f_6892_41eb_9816_a3b5010b2be9/preview_00142827_001.jpg,figure,No: 1880.105,The Buddha (Object),,,"Seated Buddha in 'abhaya-mudra'. The neckline is wide, the drapery folds are defined by regular, sometimes rounded ridges, but on the right arm mainly by terraces and, on the right leg only, by grooves. A thick robe edge falling from the raised right arm lies in a semi-circle from the lap and the gathered drapery under the left arm seems to lie looped before it is picked up in the hand. There is a difference in the treatment of drapery on the two legs, with that on the left apparently pulled tight. The head is round to oval with the hair undulating from a peak on the sharp hairline into the broad uṣṇīṣa. The face has a large flat forehead without an ūrṇā; sharp edges for eyebrows above large uneven eyes with thick, prominent lids; a slightly pursed mouth and full cheeks and chin. The 'abhaya-mudra' hand is webbed, its palm lined, and the fingers of the left hand show some fluidity of carving.
The seat has turned legs and, between them, drapery gathered at the sides and with a central vertical band showing a branch with evenly paired leaves pointing downwards and interrupting the pendent curve of the folds. A small footstool below is damaged.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 9 centimetres; Height: 30.80 centimetres; Width: 18.60 centimetres,,"Zwalf 1996:
The depth, the nature of the losses at the side and perhaps the damaged uṣṇīṣa top suggest that the piece may have formed part of a panel.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Dark grey schist, broken, cracked and chipped.
2.Halo lost; 'abhaya-mudra' hand, top of head, ears, seat and legs damaged; head and 'abhaya-mudra' hand reattached. 
3.Bottom flat.",buddha,Representation of: Buddha,,,,From: India Museum (According to an old inscribed British Museum stand.),,,,,,,Asia,,1880.105,,,,,1880105
13,13,13,https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_23/a8b82ea4_5dae_497f_892c_a3ba0186df06/preview_00275340_001.jpg,figure,"No: 1945,0417.20",,,,"Head from a Buddha image. The head is oval to long with a raised and centrally pointed hairline, and the hair is in vertical strips with transverse curves. The forehead is smoothly rounded; from the low rounded edges of the eyebrows a gently convex slope runs down to the lids of the long, rounded eyes. The upper lids are prominent and the edges of both upper and lower lids undulate close to one another, but the eyes nevertheless retain an open look. The thin, straight nose is almost pointed and has pierced nostrils. The mouth is shaped, the upper lip forms a point over the full lower lip and there are cavities at the corners. The chin is full and well-shaped. The long ears have short lobes and project evenly. There are traces of dark pigment on the hair and to indicate the irises and eyebrows; red pigment outlines the flange at the back, the ears, eyes, lips, the junction of the head and neck and lines on the neck itself, and is also on the lips.",,,,,,,,4thC-5thC,Made in: Gandhara (Pakistan),Found/Acquired: Attock District,stucco,,,moulded; painted,Diameter: 11.70 centimetres; Height: 16.10 centimetres; Width: 12 centimetres,,"Zwalf 1996:
This beautifully worked head is distinguished by great attention to detail, with line and surface carefully distinct, and the eyes seem to have a life of their own.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Stucco, broken and with vestiges of pigment.
2.Broken at back; a flange shows junction with wall; at back of head and below neck rough even surface contains a few small stones but outer layer and core not distinct. 
3.Shallow depression in place of uṣṇīṣa.",buddha,Representation of: Buddha,,,,Donated by: A D Chisholm,,,,1945,"The Chisholm collection is said to have originated mainly in the region of Attock, now in the NWFP.",,Asia,,"1945,0417.20",,,,,1945041720
14,14,14,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/1cc07f70_a1bb_4de2_8e07_a3b5011212f8/preview_00145372_001.jpg,figure,"No: 1886,0618.1",The Buddha (Object),,,"Seated Buddha, originally preaching. The robes are worn as on the preceding piece. The folds are terraced with some ridges. On the long and oval head, the hair undulates densely into the uṣṇīṣa, which is off-centre and secured by a thin twisted band. The low forehead has a large circular hole for inserting an ūrṇā; the uneven eyes are long, under very sharp edges for eyebrows which continue down the sides of the flat ridge of the nose. The shaped mouth is above a full, prominent chin. The ears are very close to the head. A large and rough projection on the chest marks the broken junction with the body of the lost hands in the preaching gesture. There are slight swellings for breasts, but the abdomen below is almost flat. The very summary toes of the left foot protrude; the right shows under the textile.
The seat has one surviving pilaster with a shaft narrowing in the middle and fillets frame the top and bottom. The cushion is as on the preceding piece and below it hangs drapery with gatherings and tassels at the sides. Against it there are two confronted worshippers, separated by a damaged columnar fire-altar or censer on a stand, kneeling on a platform with their hands joined.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 14.20 centimetres; Height: 61.50 centimetres; Width: 35.60 centimetres,,"Zwalf 1996:
The face has uneven features recalling the treatment on 1902.1002.3.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, exfoliated and with soil incrustation. 
2.Halo with rough edge, partly restored in plaster. 
3.Front of head vertically reattached; forearms lost; seat exfoliated. 
4.Carving continued onto sides; bottom flat and rough; back with dense and thin horizontal chisel grooves.",buddha; fire altar,Representation of: Buddha,,,,Purchased from: Rollin & Feuardent,,,,1886,,,Asia,,"1886,0618.1",,,,,188606181
15,15,15,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_17/a5fe21b7_c329_4359_960e_a3b5011f158c/00148739_001.JPG,figure,"No: 1957,0429.1",The Buddha (Object),,,"Seated Buddha in dhyāna, originally flanked by one or more worshipping deities.
The haloed Buddha wears the over-robe covering both shoulders, the neckline in relief, the drapery folds defined by paired grooves; the common semi-circular edge and gathered drapery from the left wrist lie spread on the seat below the damaged hands. The head is oval, the face full, the hair in crescentic curves and the uṣṇīṣa bound with a fillet. The eyes are long and straight with curving lids under indistinct edges for eyebrows. The lips are large and scarcely shaped; the heavy chin is weak. The crudely carved ears stand out and no ūrṇā is visible. The chest is broad and flat and the upper arms thick; the halo is plain with an inner groove to form a border; the seat is rectangular with a plain top and, on the face, four panels are diagonally bisected to form triangles each containing an indented triangle.
The haloed worshipper joins his hands, his left knee flexed. The head is oval and full with protruding rounded eyes and he seems to stand at a slant. He wears a plain collar, bracelets, and hair like the Buddha's under a chignon; the uttarīya has grooves defining drapery folds. The figure opposite, presumably a corresponding worshipper, is almost lost except for an outline and an indication of the robe above the feet.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 7.40 centimetres; Height: 36.50 inches; Width: 29.20 centimetres,,"Zwalf 1996:
Although its original shape is not clear, the slab, with the principal halo 'ajouré', may not have been of very different outline and was perhaps enshrined in a niche for worship.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken, cracked and exfoliated.
2.Flat edge of halo dented; both sides irregularly broken with some indication of an original edge at bottom right; bottom thin, flat and rough. 
3.Back with mainly horizontal chisel grooves.",disciple; buddha,Representation of: Buddha,,,,Donated by: Col H G Rossel,,,,1957,,,Asia,,"1957,0429.1",,,,,195704291
16,16,16,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_17/44564455_c694_4598_9ce4_a3b5011b038c/00147965_001.JPG,figure,"No: 1913,1108.18",The Buddha (Object),,,"Seated Buddha in dhyāna. The low neckline is in marked relief with a distinct backthrow, the prominent and balanced major drapery folds are widely spaced in rounded ridges and terraces, the gathered drapery from the left wrist, where there is a marked thickness, spreads out onto the seat and one toe only emerges from the robe edge below the right forearm. The head is a regular oval and the hair undulates in varying relief from a peak into the uṣṇīṣa. The features are evenly distributed, the eyebrows are sharp edges with a raised ūrṇā in between over the long slightly oblique eyes with prominent lids, the nose is damaged, the mouth small over a full, pointed chin. The long convex ears project evenly. Breasts are slightly indicated on a flat chest under broad sloping shoulders and the head looks down from a large and plain halo. The creased but otherwise mechanically rounded fingers of the right hand curve upwards and show nails.
The Buddha sits on an obconical gynoecium out of a damaged lotus base with concentric stamens and a double row of centrally grooved lotus petals turned downwards. In the ajoure space under the right knee is part of a monk, looking inwards; a rough projection under the leg opposite may have been another figure.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 11.50 centimetres; Height: 58.70 centimetres; Width: 35.80 centimetres,,"Zwalf 1996:
This piece does not now give the appearance of having formed part of a larger relief.
The term ‘backthrow’ refers to that part of the over-robe or outer-garment which is thrown over the left shoulder after the body has been draped.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Grey schist, broken and exfoliated.
2.Dented edge of halo curves gently to flat back. 
3.Lotus petals and figures of base almost lost. 
4.Carved onto sides. Bottom rough. Flat back largely smooth with a few chisel grooves.",lotus throne; buddha; monk/nun,Representation of: Buddha,,,,From: Gen G A Dale,,,,1913,,,Asia,,"1913,1108.18",,,,,1913110818
17,17,17,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/aa44730d_6f15_4cbd_9a84_a3b5010b12c2/00142813_001.jpg,figure,No: 1880.75,,,,"Stupa drum panel showing unhaloed Buddhas and Bodhisattvas seated and attendant Vajrapāṇis. From right to left the figures are: a turbaned Bodhisattva in dhyāna with necklace and armlet; a Buddha formerly in abhaya, his left hand holding a fall of drapery from the robe; a Buddha in dhyāna, hands covered and the overrobe spread over his right leg; a Buddha in abhaya, his left hand holding a fall of drapery from the robe above his lap; a turbaned and crested Bodhisattva in dhyāna, wearing collar and necklace, uttarīya and armlet on the left arm; a Buddha in abhaya, his damaged left hand in his lap; a Buddha in dhyāna, hands covered and the overrobe again spread over his right leg. While dhyāna and abhaya alternate, neither Bodhisattva makes the latter gesture. Drapery folds are shown partly by grooves and partly by low ridges; the plain and strewn seats have a simple plinth.
Beside each figure except the first Bodhisattva a half-length Vajrapāṇi emerges in low relief, turns towards his Buddha or Bodhisattva and, where undamaged, his left hand holds a faceted vajra at a slant, either by the middle or at the bottom. From right to left the Vajrapāṇis have, successively: long hair; a beard and moustache with close-cropped hair; a fillet; straight hair fringed with curls; shorter hair combed back; and the last seems like the damaged first but with a chignon forward.
Above is a sawtooth cornice and below is a plain framing fillet.",,,,,,,Kushan,2ndC-3rdC,Made in: Gandhara (Pakistan),Found/Acquired: Pakistan,schist,,,carved,Diameter: 7.40 centimetres; Height: 11.40 centimetres; Width: 39 centimetres,,"Zwalf 1996:
An incomplete tree at each end and the condition of the sides suggest a complete frame although, with a Vajrapāṇi missing at one end, the sequence may not be complete.",Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum,Not on display,,"1.Dark grey schist, broken and exfoliated.
2.Top and bottom flat and mainly smooth; sides flat and pitted and sloping inwards to back. 3.Back with vertical chisel grooves. 
4.Curved in section.",bodhisattva; vajra; buddha,Associated with: Buddha;  Associated with: Vajrapāṇi,,,,From: India Museum,,,,,According to an old inscribed British Museum stand.,,Asia,,1880.75,,,,,188075
18,18,18,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/22067350_3640_408e_b85d_a3b5010aeaa3/preview_00142845_001.jpg,figure,No: 1880.115,,,,"Head from a Buddha image. The round to oval head has an uṣṇīṣa, a hairline and hair as on 1880.116. The smooth forehead is narrow with high curving edges for eyebrows over asymmetrical rounded and protruding eyes with low upper lids. The thin nose curves towards the right above a full mouth with parted lips. The long ears are prominent.",,,,,,,Buddhist,5thC-6thC,Made in: Hadda,"Excavated/Findspot: Hadda Village Mound (Excavated from the mound on which the modern village is built, under the walls to the south.)",gypsum-stucco,,,moulded,Diameter: 6 centimetres; Height: 8.90 centimetres; Width: 6.50 centimetres,,"For documentation and identification of the group of eight heads from the south side of the mound on which the modern Hadda village was built, see 1880.107. For the other heads from the same site, see 1880.113, 1880.114, 1880.116, 1880.118, 1880.119, 1880.121. For comments by Zwalf (1996), see 1880.107.","Wilson 1841 / Ariana Antiqua.  A Descriptive Account of the Antiquities and Coins of Afghanistan; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Errington 2006 / 'Boots', 'female idols' and disembodied heads; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"Lab. no.42004V \n 1. Gypsum-stucco, broken and with some discoloration. \n 2. Back of head made up with modern plaster; one ear damaged. \n 3. Surface mainly hard and smooth.",buddha,Representation of: Buddha,,,,Transferred from: India Museum,,,,1880,,Excavated by Masson in July 1834.,Asia,,1880.115,Miscellaneous number: IM (i.e. 'India Museum' pencilled on object),,,,1880115
19,19,19,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/07f7197f_3cae_4465_b72a_a3b5010addfd/00142837_001.jpg,figure,No: 1880.112,,,,"Head from a Buddha image. A round head with the right side of the face, despite its prominent surviving ear, more depressed than the left side.",,,,,,,Buddhist,5thC-6thC,Made in: Hadda,Excavated/Findspot: Hadda Stupa 8a,gypsum-stucco,,,moulded,Diameter: 6.60 centimetres; Height: 7.60 centimetres; Width: 6.20 centimetres,,"Zwalf 1996: The manner is somewhat more linear, but it still greatly resembles that of 1880.110, 1880.111 and 1880.117. The treatment of the hair is as on 1880.107. For further comments, see 1880.107.; E. Errington: The stylistic similarities between this head and Masson's sketch of 1880.110 (MSS Eur. F63, section 2, f. 66) identifies it and three similar heads (1880.109, 1880.111, 1880.117) as the group of five he collected  from 'Tupper Momand' (Stupa 8a) at Hadda in 1835. For documentation, see 1880.110.","Wilson 1841 / Ariana Antiqua.  A Descriptive Account of the Antiquities and Coins of Afghanistan; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Errington 2006 / 'Boots', 'female idols' and disembodied heads; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"1. Probably gypsum-stucco, broken and cracked. \n 2. Parts of top and back made up with modern plaster. \n 3. Surface partly hard and smooth.",buddha,Representation of: Buddha,,,,Transferred from: India Museum,,,,1880,,Excavated by Masson in 1835.,Asia,,1880.112,,,,,1880112
20,20,20,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/322a71fe_699a_41ae_8e36_a3b5010af065/preview_00142850_001.jpg,figure,No: 1880.121,,,,"Head from a Buddha image. On a long squarish head the uṣṇīṣa, hairline and hair are as on 1880.107 and the hair continues round the back which, save for the very bottom, is complete. The forehead is smooth above long asymmetrical eyes with low lids. The damaged nose appears broad over a large mouth, the chin is full and the long ears are uneven and prominent.",,,,,,,Buddhist,5thC-6thC,Made in: Hadda,"Excavated/Findspot: Hadda Village Mound (Excavated from the mound on which the modern village is built, under the walls to the south.)",gypsum-stucco,,,moulded,Diameter: 6.90 centimetres; Height: 9.90 centimetres; Width: 6.40 centimetres,,"For documentation and identification of the group of eight heads from the south side of the mound on which the modern Hadda village was built, see 1880.107. For the other heads from the same site, see 1880.113-1880.116, 1880.118, 1880.119. For comments by Zwalf (1996), see 1880.107.","Wilson 1841 / Ariana Antiqua.  A Descriptive Account of the Antiquities and Coins of Afghanistan; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Errington 2006 / 'Boots', 'female idols' and disembodied heads; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"Lab. no.42008Y \n 1. Gypsum-stucco, broken and chipped. \n 2. Only bottom of back made up with modern plaster. \n 3. Surface mainly hard and smooth.",buddha,Representation of: Buddha,,,,Transferred from: India Museum,,,,1880,,Excavated by Masson in July 1834.,Asia,,1880.121,,,,,1880121
21,21,21,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/a6125164_ff16_4883_8d8d_a3b5010aebea/preview_00142846_001.jpg,figure,No: 1880.116,,,,"Head from a Buddha image. The round to oval head has an uṣṇīṣa, a hairline and hair as on 1880.119. The forehead is high over rounded, protruding and asymmetrical long eyes, the cheeks are chubby and the long ears prominent.",,,,,,,Buddhist,5thC-6thC,Made in: Hadda,"Excavated/Findspot: Hadda Village Mound (Excavated from the mound on which the modern village is built, under the walls to the south.)",gypsum-stucco,,,moulded,Diameter: 6.80 centimetres; Height: 8.90 centimetres; Width: 6.70 centimetres,,"For documentation and identification of the group of eight heads from the south side of the mound on which the modern Hadda village was built, see 1880.107. For the other heads from the same site, see 1880.113-1880.115, 1880.118, 1880.119, 1880.121. For comments by Zwalf (1996), see 1880.107.
'IM' in pencil on the object identifies it as being from the India Museum.","Wilson 1841 / Ariana Antiqua.  A Descriptive Account of the Antiquities and Coins of Afghanistan; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Errington 2006 / 'Boots', 'female idols' and disembodied heads; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"Lab. no.42005T \n 1. Gypsum-stucco, broken and probably rejoined. \n 2. Back of head made up with modern plaster; chin and ears damaged; irregular crack diagonally across face. \n 3. Surface partly hard and smooth.",buddha,Representation of: Buddha,,,,Transferred from: India Museum,,,,1880,,Excavated by Masson in July 1834.,Asia,,1880.116,Miscellaneous number: IM (i.e. 'India Museum' pencilled on object),,,,1880116
22,22,22,https://media.britishmuseum.org/media/Repository/Documents/2014_9/29_16/58f3385f_ecb3_423f_a583_a3b5010aed1b/preview_00142847_001.jpg,figure,No: 1880.117,,,,"Head from a Buddha image. The round to oval head, with its high hairline and the ladder mode of the hair, is very similar to 1880.111; this piece seems also to derive from the same mask as 1880.110 and 111 with variations due to tooling and the addition of the hair and ears. The surviving ear is very prominent.",,,,,,,Buddhist,5thC-6thC,Made in: Hadda,Excavated/Findspot: Hadda Stupa 8a,gypsum-stucco,,,moulded,Diameter: 5.40 centimetres; Height: 7 centimetres; Width: 6 centimetres,,"For comments by Zwalf (1996), see 1880.107.; E. Errington: The stylistic similarities between this head and Masson's sketch of 1880.110 (MSS Eur. F63, section 2, f. 66) identifies it and three similar heads (1880.109, 1880.111, 1880.112) as the group of five he collected  from 'Tupper Momand' (Stupa 8a) at Hadda in 1835. For documentation, see 1880.110.","Wilson 1841 / Ariana Antiqua.  A Descriptive Account of the Antiquities and Coins of Afghanistan; Zwalf 1996 / A Catalogue of the Gandhara Sculpture in the British Museum; Errington 2006 / 'Boots', 'female idols' and disembodied heads; Errington 2017a / Charles Masson and the Buddhist Sites of Afghanistan: Explorations, Excavations, Collections 1832-1835",Not on display,,"Lab. no.42006R \n 1. Gypsum-stucco, broken and cracked. \n 2. Back of head made up with modern plaster; one ear and uṣṇīṣa lost. \n 3. Surface partly hard and smooth.",buddha,Representation of: Buddha,,,,Transferred from: India Museum,,,,1880,,Excavated by Masson in 1835.,Asia,,1880.117,,,,,1880117
