Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_21/443959e3_8097_4c97_9b2a_a3db016340b9/preview_01275968_001.jpg,antefix; relief; figure,No: null,,,,"Limestone antefix mask: upper part of face, hair in tight curls.",,,,,,,Ptolemaic,200BC - 30BC,Made in: Egypt,Excavated/Findspot: Hellenion (Naukratis),plaster,,,,Height: 15.50 centimetres; Thickness: 5.60 centimetres; Width: 20 centimetres,,"Found unnumbered, provenance not certain. Perhaps from the Hellenion, chamber 63 - cf. Hogarth, JHS 25, p. 115.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt,Not on display,,,,Representation of: Dionysos/Bacchus (?),,,,,,,,,,Excavated: 1899 or 1903.,External,,,Miscellaneous number: AN1896-1908-G.1018 (Accession Number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_16/5b5b1d1a_1123_489c_b130_a3c401175caa/preview_00879175_001.jpg,artefact,"No: 1814,0704.844",,,,Terracotta artefact; Apollo (?); turned to right on a plinth; face worn away; back flat.,,,,,,,Western Greek; Roman,4thC BC - 2ndC AD,Made in: Italy,,terracotta,,,,Height: 16.60 centimetres,,,Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,,classical deity,Representation of: Apollo (?),,,,Purchased from: Peregrine Edward Towneley,,,Previous owner/ex-collection: Charles Townley,1814,,,Greek and Roman,,"1814,0704.844","Miscellaneous number: 1948,0502.16 (registered in error as)",,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/12_22/89760835_dd36_44c5_adc9_a3e1016e0e54/preview_00136849_001.jpg,artefact,No: EA50137,,,,"A terracotta hemispherical boss, possibly a model votive shield, decorated with a face of Eros or possibly a maenad. This face has a full head of hair arranged in curls, wearing a wreath with ivy-berries. An applied handle crosses at the rear. One-piece mould. Brown Nile silt, with a little mica and some white grits. Overall white dressing; eyes painted pink.",,,,,,,Ptolemaic,3rdC BC-1stC BC,,Excavated/Findspot: Oxyrhynchus (city),terracotta,,,,Diameter: 6 centimetres,,"Terracotta IV
Donated: Egypt Exploration Fund. Excavated at Oxyrhynchus. 
Date uncertain, perhaps Ptolemaic.
Comparanda: 
Close, probably same mould-series: Török 1995: no. 314, given a Late Antique dating. 
Close: Ashmolean Museum, Oxford, no. 1975.36[?]; Petrie Museum uc47669, from Memphis. 
Near: Petrie Museum uc 47919, from Memphis.",Terracotta / Catalogue of Terracottas in the British Museum,Not on display,,fair,,Representation of: Eros/Cupid (?),,,,Donated by: Egypt Exploration Fund,,,,1911,,,Egypt and Sudan,EA50137,"1911,0710.112",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_11/64898e02_de05_4a97_8281_a3b700be2369/preview_00054443_001.jpg,aryballos; lekythos,"No: 1836,0224.366",,,,"Pottery aryballos.
Body ribbed and left in the colour of the clay; flattened in front, and ornamented with a face of Dionysos or Pluto in relief; he is bearded, and wears a fillet with a lappet hanging down on either side.",,,,,,,Western Greek,400BC-300BC,Made in: Italy (south),Excavated/Findspot: Nola,pottery,,,,Height: 9.40 centimetres,,,Vase / Catalogue of Vases in the British Museum; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum,On display (G1/wp57/sh9),,,classical deity,Representation of: Dionysos/Bacchus (?);  Representation of: Hades/Pluto (?),,,,Purchased from: Edmé Antoine Durand (Lot number 1262); Purchased through: Peter Oluf Brøndsted,,,,1836,,,Greek and Roman,,"1836,0224.366",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/4_19/32b9d990_2b6f_4b79_8263_a3ba01412e20/preview_00255267_001.jpg,aryballos,"No: 1856,1226.1143",,,,"Miniature core-formed glass lentoid (lens-shaped) aryballos.
Opaque orange blobs and trailing, opaque orange and translucent dark blue twist, translucent dark blue body and handles; all dark blue parts speckled with many opaque white spots. 
Broad, horizontal rim-disc with tool-marks on upper surface; cylindrical neck, joining flattened globular body in gentle curve; rounded bottom. Two coiled ring-handles on shoulder, linked round sides and bottom by independent bichrome twist.
Unmarvered orange trail with overlapping ends round edge of lip; another from underneath rim to middle of neck; in centre of each face of body a roughly oval, marvered orange blob, c. 1 cm by 1.4 cm. 
Formed on a core; rim-disc, handles and base-knob drawn on and tooled; trails drawn on, marvered (except on lip) and combed.",,,,,,,Western Greek,400BC-300BC (circa),Made in: Italy,Excavated/Findspot: Ruvo (Puglia),glass,,type series: Mediterranean Group 2,core-formed; trailed; marvered; tooled; combed,"Height: 5.40 centimetres; Width: 4.30 centimetres max axis ; Width: 2.90 centimetres min axis ",,"BM Glass
Fossing 1940, 94, note 2.",Glass / Catalogue of Greek and Roman Glass in the British Museum; Tait 1991 / Five Thousand Years of Glass,On display (G73/dc51),,"Intact. Much lime-encrustation on one side, the other largely retains pristine sheen.",,,,,,Bequeathed by: Sir William Temple,,,,1856,,,Greek and Roman,,"1856,1226.1143",Miscellaneous number: DBH.0223 (Harden number),,
https://media.britishmuseum.org/media/Repository/Documents/2017_12/4_15/07dc60b5_9771_4cf6_821d_a83f01000cab/preview_GAA12616_ps026963.jpg,aryballos,"No: 1867,0508.585",,,,"Core-formed glass lentoid (lens-shaped) aryballos.
Opaque orange blobs and trailing, opaque white and translucent cobalt blue twist, translucent cobalt blue body and handles; all cobalt blue parts speckled with many opaque white spots.
Broad, horizontal rim-disc with tool-marks on upper surface; cylindrical neck, joining flattened globular body in gentle curve; rounded bottom. Two coiled ring-handles on shoulder, linked round sides and bottom by independent bichrome twist.
Broad, horizontal rim-disc with tool-marks on upper surface; cylindrical neck, joining flattened globular body in gentle curve; rounded bottom. Two coiled ring-handles on shoulder, linked round sides and bottom by independent bichrome twist.
Unmarvered orange trail with overlapping ends round edge of lip; another from underneath rim to middle of neck, in neat double spiral; in centre of each face of body a roughly oval, marvered orange blob, c. 1 cm by 1.4 cm. 
Formed on a core; rim-disc, handles and base-knob drawn on and tooled; trails drawn on, marvered (except on lip) and combed.",,,,,,,Classical Greek; Hellenistic,400BC-275BC,,,glass,,type series: Mediterranean Group 2,core-formed; trailed; marvered; tooled; combed,"Height: 5.20 centimetres; Width: 4 centimetres max axis ; Width: 2.80 centimetres min axis ",,,Glass / Catalogue of Greek and Roman Glass in the British Museum,Not on display,,"Broken and mended; two holes in body, one handle and part of twist missing. Vessel retains pristine sheen with negligible weathering.",,,,,,"Purchased from: Louis, Duc de Blacas d'Aulps",,,"Previous owner/ex-collection: Louis, Duc de Blacas d'Aulps",1867,,,Greek and Roman,,"1867,0508.585",Miscellaneous number: DBH.0224 (Harden number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/15_21/1b4a55ff_46bb_4210_905a_a3c50160430b/preview_00967695_001.jpg,askos,"No: 1856,1209.8",,,,"Black glazed pottery askos with one handle and a female face in high relief on the top, on each side of the face there is long curls, surface very worn, graffiti on base - ΚΛΕ.",,,,,,,Western Greek,350BC-300BC,Made in: Italy (south),Found/Acquired: Banghazi,pottery,Black Glaze,,slipped,Height: 8.10 centimetres; Length: 11.25 centimetres,,,Vase / Catalogue of Vases in the British Museum; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum,On display (G1/wp171/sh1),,,,,,,,Donated by: W J Smith,,,,1856,,,Greek and Roman,,"1856,1209.8",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/14_22/bcc736d6_d1e9_452e_a717_a3c40175f816/preview_00910963_001.jpg,askos,"No: 1814,0704.632",,,,"Black glazed pottery askos 
Ribbed body and a spout in the form of a lion's head, design marked in relief on the top. 
In a medallion with the bust of a youthful satyr, full face, with ivy-wreath and drapery over left shoulder, in right hand a pedum held behind him; apparently inserted from a larger relief.
round the medallion a series of holes for percolation, handle now broken off.",,,,,,,Western Greek,350BC-300BC,Made in: Apulia (region - archaic),,pottery,Black Glaze,,slipped,Diameter: 12 centimetres; Height: 7.75 centimetres,,,Vase / Catalogue of Vases in the British Museum; Msc; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum,On display (G1/wp171/sh13),,Handle broken off.,satyr; mammal,,,,,Purchased from: Peregrine Edward Towneley,,,Previous owner/ex-collection: Charles Townley,1814,Noted in the register that it is from the Second Townley Collection.,,Greek and Roman,,"1814,0704.632",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/15_21/2b807b89_e77a_4ce7_a971_a3c5016049c1/preview_00967700_001.jpg,askos,"No: 1866,0415.45",,,,"Black glazed pottery askos.
Ribbed body and a mouth to one side.
In relief, a Silenos in the centre, reclining to the right with face to front, holding a vase in left hand and surrounded by eleven female heads, design rather worn. In the background, a palm tree.",,,,,,,Western Greek,350BC-300BC,Made in: Apulia (region - archaic),Excavated/Findspot: Cyrenaica (modern),pottery,Black Glaze,,slipped,Diameter: 7.50 centimetres; Height: 8.75 centimetres,,,Vase / Catalogue of Vases in the British Museum; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum,On display (G1/wp171/sh5),,,classical mythology; classical deity,Representation of: Silenos,,,,Donated by: George Dennis,,,,1866,,,Greek and Roman,,"1866,0415.45",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_11/2b1ad519_1471_4638_8f69_a3b700c156af/preview_00055767_001.jpg,askos; figure,"No: 1894,1028.1",,,,"Mouth of an askos, in form of figure of a slave.
The upper part of an askos modelled as an actor: a slave seated on an altar, the upper edge of which survives at the rear. His arms are crossed on his chest, the hands below the edge of the mask. He wears a long-sleeved garment under a short-sleeved tunic, and probably trousers. The undergarment, except for the sleeves, is mottled to indicate fur, and is tied above the belly, with tassels hanging down. A himation is wrapped round, high at the waist behind and covering the buttocks, pulled tight and exposing his left thigh. A low vessel-mouth, damaged, rises from the top of the head and a short spout emerges from between his shoulders.
Hollow; two-piece mould. Brown Nile silt with some white grits with an overall black slip: Memphis Black Ware.",,,,,,,Ptolemaic,300BC-200BC,Made in: Egypt (?),Excavated/Findspot: Coptos (city - archaic),pottery,Black Glaze; Magenta Ware,,slipped,Height: 9 centimetres,,"BM Terracotta IV
Comparanda. Near: Breccia 1934: pl. lxxvi:390, from the Fayum; Perdrizet 1921: pl. lxxxvii:429 and 432. 
Bibliog. Walters 1896: G 166; Webster, Green and Seeberg 1995: 227 and pl. 31:3ET 8a, dated 150–50 bc.",Vase / Catalogue of Vases in the British Museum; Terracotta / Catalogue of Terracottas in the British Museum,On display (G1/wp58/sh8),,,slave/slavery; religious object,,,,,Donated by: Sir William Matthew Flinders Petrie,,,,1894,,,Greek and Roman,,"1894,1028.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_12/6494bd94_6612_46ff_9f32_a3db00cd0dd1/preview_01238316_001.jpg,bell; amulet; votive offering,No: null,,,,Fragment of a cast bell in copper alloy; conical with rectangular knob at the top; large face of Bes in relief on one side and small protrusions in the shape of animal faces at other three sides; ram's head quite clear and other two heads probably belonging to a jackal and a lioness according to parallels; possibly amuletic function; lower edge scalloped; pendulum missing; slightly corroded.,,,,,,,Ptolemaic,4thC BC (late) - 3rdC BC (late) (possibly),Made in: Egypt,Excavated/Findspot: Naukratis,copper alloy,,,cast,Diameter: 2.90 centimetres; Height: 3.90 centimetres,,"Several bells of a rather similar type were discovered in Naukratis: Boston, Museum of Fine Arts 88.751-88.752; Greenock, McLean Museum & Art Gallery 1987.443 (very corroded); BM 1888,0601.8; BM 1885,1101.101.
On small bronze bells decorated with a Bes head and mythological animals: Anderson 1976, 32-34, no. 33-38; Hickmann 1949, pl. XXIII and XXVI. They are often dated to the Graeco-Roman or Roman period. However , at least three of them were discovered in the cemetery of Naukratis, which provided mainly material of the early Ptolemaic period. In this context, they likely had an amuletic function (Petrie 1914, 28). 
Anderson, R.D. 1976, Catalogue of Egyptian Antiquities in the British Museum III, Musical Instruments, London.
Hickmann, H. 1949, Instruments de musique, Catalogue général du  Musée du Caire, Cairo.
Petrie, W.M.F. 1914, Amulets, London.",Villing et al 2013-2015 / Naukratis: Greeks in Egypt (phase 3),Not on display,,"Fair, but incomplete",ancient egyptian deity; mammal,Representation of: Bes,,,,,,,"Currently owned by: Museum of Fine Arts, Boston",1886,,"Excavated 1884-1885. 1885: excavated by the Egypt Exploration Fund, assigned to the EEF by the Egyptian government; October 28, 1885: voted to the MFA at EEF general meeting; sent over February 1886. (Accession Date: January 1, 1886)
Credit Line: Egypt Exploration Fund by subscription",External,,,Miscellaneous number: 86.317 (Accession Number); Miscellaneous number: M.1111 (Metalworks ledger number),,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/9_15/fca66af7_71a3_4528_be61_a3de00f89cbf/preview_01439325_001.jpg,bell,No: 128875,,,,Copper alloy bell; solid handle with two pierced holes; in the form of the face of Bes; protruding ears.,,,,,,,Achaemenid; Hellenistic,5thC BC-3rdC BC (circa),,Found/Acquired: Hamadan (province),copper alloy,,,pierced,Diameter: 3.20 centimetres; Height: 4.50 centimetres,,Previously described as brass.,,Not on display,,,ancient egyptian deity,Representation of: Bes,,,,Purchased from: Prof Ernst Herzfeld,,,,1936,"The acquisition of this collection was highlighted in the 'Annual Report of the General Progress of the Museums for the year 1936' (BM  BM (Natural History) 1937, pp. 10-11) as ""A large collection of pottery, terracotta figurines, bronzes, seals and amulets, mainly from Persia, varying in date from before 3000 B.C., and for the most part from known sites; specially selected to illustrate periods not hitherto represented, or inadequately represented, in the collection"".",,Middle East,128875,"1936,0613.276",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_22/c1b1d69a_58e6_43ce_9ff2_a3c1016b34e4/preview_00707472_001.jpg,bell krater,"No: 1846,0925.5",,,,"Pottery: black-glazed ware bell krater.
Handles in the form of lions' heads, hollowed out underneath. Designs painted in white, yellow, and purple on black ground. Body ribbed, with dividing band of volutes in yellow. 
On the neck, each side, a female head, possibly Ariadne, full face, painted white with yellow markings, with necklace, and purple taenia spotted with white twisted up in the hair; on either side, a vine.",,,,,,,Western Greek,3rdC BC,Made in: Italy (Southern),,pottery,Black Glaze,,painted; slipped,Diameter: 39.50 centimetres max ; Height: 35.50 centimetres,,,"Vase / Catalogue of Vases in the British Museum; Old Catalogue / A Catalogue of the Greek and Etruscan Vases in the British Museum; CVA British Museum 1 / Corpus Vasorum Antiquorum: Great Britain 1, British Museum 1",Not on display,,,mammal; mythical figure/creature,Representation of: Ariadne,,,,Purchased from: John Robert Steuart,,,,1846,,,Greek and Roman,,"1846,0925.5",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_20/61521015_5a59_4671_b250_a3dd014fe33e/preview_01403781_001.jpg,block,"No: 1886,0401.1522",,,,"Fragment of marble monumental Greek inscription; splintered away on all sides, except Greek inscription face.",,,,,,,Ptolemaic,3rdC BC,,Excavated/Findspot: Great Temenos,marble,,,,Height: 11.40 centimetres; Width: 6.35 centimetres; Depth: 3.15 centimetres,"Inscription type: inscription Inscription position: face Inscription language: Greek Inscription script: Greek Inscription quoted: ]..[ | ]ε̣λφ.[ | ]λ̣α[ | ]ου[ Inscription note: Probable mention of Philadelphos, Ptolemy II.","Found in the area of the pylon of the temple precinct of Amun-Ra (Great Temenos) (Petrie 1886, p. 28)
See also Petrie diary, 1884-1885 (EES Archive XVII 47), p. 114","Inscription / The Collection of Ancient Greek Inscriptions in the British Museum; Petrie 1886 / Naukratis. Part I., 1884-85; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886,,,Greek and Roman,,"1886,0401.1522",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_20/0aedd7fa_91ed_4a08_ae34_a3dd0150e30e/preview_01404224_001.jpg,block,"No: 1870,0320.221",,,,"Part of a number of fragments of bluish marble inscribed in small letters. This fragment is complete only on the bottom and left return and is too fragmentary to give any clear sense of subject.  The inscription on the face is of five partial lines of Greek and on the return are eight partial lines, also in Greek, and seperately catalogued as Inscription 410B. This is possibly an edict of king Lysimachos in protection of Priene.",,,,,,,Hellenistic,3rdC BC (For inscription 410B),Made in: Priene,Excavated/Findspot: Temple of Athena Polias (Priene),marble,,,,"Height: 17.78 centimetres Inscription 409D ; Height: 26.67 centimetres Inscription 410B ; Width: 13.71 centimetres Inscription 409D ; Width: 37.46 centimetres Inscription 410B ",Inscription type: inscription Inscription language: Greek,,Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,,,,,,Donated by: Society of Dilettanti,,,,1870,,,Greek and Roman,,"1870,0320.221",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_0/b6c5f124_1183_40c5_b371_a3c1000b3bd3/preview_00580154_001.jpg,block,"No: 1859,1226.790",,,,"Marble monumental inscription; two lines of Greek inscription on upper edge; 20 lines of Greek inscription on front.  The main inscription on the front is an epigram in the form of a dialogue between a husband, Theiosa and his deceased wife Attlus.  The inscription on the edge of the block is a funerary inscription for Meliton Dexikrateus of Antiocheia which is not related to the main inscription and is of an earlier date.",,,,,,,Roman Imperial; Hellenistic,1stC BC (inscription on the face of the slab),,Excavated/Findspot: Knidos,marble,,,,Height: 63.50 centimetres; Thickness: 11.40 centimetres; Width: 65.40 centimetres,Inscription type: inscription Inscription language: Greek,,Inscription / The Collection of Ancient Greek Inscriptions in the British Museum,Not on display,,,,,,,,From: Sir Charles Thomas Newton,,,,1859,,,Greek and Roman,,"1859,1226.790",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_20/d9a29f5e_d1a0_44d0_8635_a3dd014fb81a/preview_01403754_001.jpg,block,"No: 1886,0401.1521",,,,Fragment of marble monumental Greek inscription; parts of front and back surfaces preserved; broken away on all sides.,,,,,,,Greek,3rdC BC,,Excavated/Findspot: Naukratis,marble,,,,Height: 8.89 centimetres; Width: 8.89 centimetres; Depth: 8.89 centimetres,Inscription type: inscription Inscription position: face Inscription language: Greek Inscription script: Greek Inscription quoted: ]Δημ[ |  Α]θηνο.[ | ]Θαλλιω̣̣[ | ] Λύσων[ | ].θι.[ Inscription note: A list of names seems the most likely interpetation,"Petrie diary, 1884-1885 (EES Archive XVII 47), p. 191.
Names, Thallio (?), Lyson.","Inscription / The Collection of Ancient Greek Inscriptions in the British Museum; Petrie 1886 / Naukratis. Part I., 1884-85; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886,,,Greek and Roman,,"1886,0401.1521",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/6_12/39d5f234_d9b6_4828_9cf3_a3db00ce4ec4/preview_01238721_001.jpg,block,"No: 1886,1005.21",,,,"Fragment of marble block, bearing incised Greek text.   Top, bottom and front preserved;  also a small section of left side.  The right side is probably just preserved at the front.    There is anathyrosis on the top and left,  and perhaps on the right.    A wear mark suggests this was  topped by a further block, part of a stepped base. Ionian marble.",,,,,,,Ptolemaic; Classical Greek,4thC BC,Claimed to be from: Ionia (Greece),Excavated/Findspot: Naukratis,marble,,,,"Height: 15.50 centimetres preserved ; Length: 49.50 centimetres; Thickness: 18.50 centimetres preserved ","Inscription type: inscription Inscription position: on face Inscription language: Greek Inscription script: Greek Inscription quoted: Κλεαίνετος ’Αριστοθέμιος| Μαιάνδριος Στρατωνίδεω| τὴμ παλαίστρην ἀνέθηκαν| ᾽Απόλλωνι Inscription translation: Kleainetos, son of Aristothemis and Maiandrios, son of Stratonides dedicated the palaistra to Apollo Inscription note: Fine lettering which would normally be dated to the fourth century;  Gardner (in Petrie 1886, 63) suggests the early fourth.  No find-spot is noted by Petrie, though he suggests a location for the palaistra in the environs of the Apollo temple.","Petrie diary, 1884-1885 (EES Archive XVII 47), p. 168 and 172.
Names, Kleainetos, son of Aristothemis and Maiandrios, son of Stratonides.","Inscription / The Collection of Ancient Greek Inscriptions in the British Museum; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Petrie 1886 / Naukratis. Part I., 1884-85; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886,,,Greek and Roman,,"1886,1005.21",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_15/f3ee641f_84a5_417b_abcd_a3dd00fe1cdb/preview_01377442_001.jpg,block,"No: 1886,1005.22",,,,"Statue base carved from marble with Greek inscription; broken at the back; in the middle of the upper surface are the remains of a roughly oval sinking, perhaps rather shallow for a statue, with some lead preserved in it. Pentelic marble.",,,,,,,Classical Greek; Hellenistic,4thC BC,,Excavated/Findspot: Great Temenos,marble,,,carved,"Height: 8.90 centimetres; Length: 41.90 centimetres; Depth: 24.15 centimetres preserved ","Inscription type: inscription Inscription position: face Inscription language: Greek Inscription script: Greek Inscription quoted: ᾽Αμπελίων Σωσικράτους| Διί Θηβαίῳ Inscription translation: Ampelion, son of Sosikrates (dedicated) to Zeus Thebaios","According to Petrie (1886, p. 28) the block was found outside the pylon of the sanctuary precinct of Amun-Ra (Great Temenos), in front of fragments to two ram sculptures; see also Petrie journal, 1884-1885 (EES Archive XVII 47), p. 191.
Bernand 1970 argues a date in the 3rd century BC because of the find-spot, but the piece need not belong to the later phases of the Great Tenemos, and the lettering seems earlier.
Petrie (1886, 28) suggested that the statue was a ram, presumably facing out, with the narrow side of the base inscribed.
Use of claw hammer.
Names, Ampelion, son of Sosikrates.; Griffith signalled this inscription in his notes (Petrie Notebook 150 - original in  the Petrie Museum- entry by Griffith for 8 April 1885):
""AMΠEΛΙΩΝΟΣ [instead of AMΠEΛΙΩΝΣΩΣ] etc. slab 16 x 36 x 3 ½. depression in centre = 30 x 10 irregular oval underneath rough. Found lying 2 f[ee]t above
top of mud wall. flat with rise southward. was removed before I saw it so I cannot say whether it was upside down, but the spot distinctly marked in the soil & hole in side of cutting.""","Inscription / The Collection of Ancient Greek Inscriptions in the British Museum; Petrie 1886 / Naukratis. Part I., 1884-85; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1886,,,Greek and Roman,,"1886,1005.22",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/16_9/ba2cb065_567c_466d_a33f_a3c6009ca12c/preview_00992999_001.jpg,bowl,"No: 1910,0222.150",,,,"Much of foot of black-glazed pottery bowl; convex ring foot, grooved on resting surface; glazed dull black on interior and exterior, and on part of resting surface; misfired reddish on outer face of foot; reserved: resting surface (with splashes of black glaze), inside face of foot and underside; inscription cut on underside.",,,,,,,Classical Greek; Hellenistic,350 BC - 300 BC (?),Made in: Attica (Greece) (?),Excavated/Findspot: Naukratis,pottery,,,painted,Diameter: 8 centimetres; Height: 1.90 centimetres; Thickness: 0.50 centimetres floor ; Thickness: 1 centimetres foot ; Width: 8.20 centimetres,Inscription type: inscription Inscription position: under foot Inscription language: Greek Inscription quoted: alpha-rho Inscription note: Post-firing graffito.,,"Petrie 1886 / Naukratis. Part I., 1884-85; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1910,,,Greek and Roman,,"1910,0222.150",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/16_9/caf1b9fa_57f7_4b5a_a681_a3c6009c904d/preview_00992942_001.jpg,bowl,"No: 1910,0222.158",,,,"Foot and part of lower wall of black-glazed pottery bowl; ring foot, ridge on outer face, grooved on resting surface; dip-glazed black inside and outside; interior slightly misfired red (stacking ring); outer face of foot, resting surface and underside reserved; inscription cut on underside.",,,,,,,Classical Greek; Hellenistic,350BC-300BC,Made in: Attica (Greece) (?),Excavated/Findspot: Naukratis,pottery,Black Glaze,,painted,Diameter: 8 centimetres; Height: 2.40 centimetres circa ; Thickness: 0.30 centimetres; Width: 9.80 centimetres,Inscription type: inscription Inscription position: under foot Inscription language: Greek Inscription quoted: πε Inscription note: Post-firing graffito.,"For the fabric and shape compare the smaller British Museum 1910,0222.169.","Petrie 1886 / Naukratis. Part I., 1884-85; Bernand 1970 / Le Delta égyptien d'après les textes grecs, i: les confins libyques; Villing et al 2013-2015 / Naukratis: Greeks in Egypt",Not on display,,,,,,,,Donated by: Egypt Exploration Fund,,,,1910,,,Greek and Roman,,"1910,0222.158",,,
